id,text,labels,comment,sentiment
3363,ua lenye vikolezo vingi lakini lenye ladha tamu,1,ua lenye vikolezo vingi lakini lenye ladha tamu,1
3364,ikiwa hugunduliwi na wengine,1,ikiwa hugunduliwi na wengine,1
3365,kuwa mgonjwa huchukua dola zangu za chakula cha jioni mahali pengine,0,kuwa mgonjwa huchukua dola zangu za chakula cha jioni mahali pengine,0
3366,upendo wa hiari kurudi nyuma,1,upendo wa hiari kurudi nyuma,1
3367,hata hivyo mkahawa huu una kifungua  kinywa kizuri ajabu,1,hata hivyo mkahawa hu una kifungua kinywa kizuri ajabu,1
3368,hakuna chochote cha pekee,0,hakuna chochote cha peke,0
3369,kila siku ya juma wana huduma tofauti na zote ni tamu sana,1,kila siku ya juma wana huduma tofauti na zote ni tamu sana,1
3370,kutotaja mchanganyiko wa lozi na bakoni ni mshindi mkubwa,1,kutotaja mchanganyiko wa lozi na bakoni ni mshindi mkubwa,1
3371,huyo maskani yake yatakuwa moto wa hawiya,0,huyo maskani yake yatakuwa moto wa hawiya,0
3372,mchuzi haukuwa na ladha,0,mchuzi haukuwa na ladha,0
3373,chakula ni kitamu na kimetiwa vikolezo vya kutosha ili uombe chakula kingi zaidi ukikipendelea kwa njia hiyo,1,chakula ni kitamu na kimetiwa vikolezo vya kutosha ili uombe chakula kingi zaidi ukikipendelea kwa njia hiyo,1
3374,nyama yangu ya ubavu ilipikwa vizuri sana na ilikuwa na ladha kubwa ya stoquita,1,nyama yangu ya ubavu ilipikwa vizuri sana na ilikuwa na ladha kubwa ya stoquita,1
3375,sidhani nitarudi nyuma wakati wowote karibuni,0,sidhani nitarudi nyuma wakati wowote karibuni,0
3376,chakula kilitayarishwa kwa njia hiyo,1,chakula kilitayarishwa kwa njia hiyo,1
3377,ni mbali na sushi connoisseur lakini naweza kwa hakika kubainisha tofauti kati ya chakula kizuri na chakula kibaya na kwa hakika hicho kilikuwa chakula kibaya,0,ni mbali na sushi conoiseur lakini naweza kwa hakika kubainisha tofauti kati ya chakula kizuri na chakula kibaya na kwa hakika hicho kilikuwa chakula kibaya,0
3378,nilikuwa nimetukanwa sana,0,nilikuwa nimetukanwa sana,0
3379,mara tatu za mwisho za chakula cha mchana hapa zimekuwa mbaya,0,mara tatu za mwisho za chakula cha mchana hapa zimekuwa mbaya,0
3380,mabawa ya kuku yalikuwa na nyama ya kuku iliyokauka zaidi ambayo imewahi kuliwa,0,mabawa ya kuku yalikuwa na nyama ya kuku iliyokauka zaidi ambayo imewahi kuliwa,0
3381,chakula kilikuwa kizuri sana na tulifurahia kila mahali penye kustarehesha kwa ajili ya vikundi vidogo vya familia nk,1,chakula kilikuwa kizuri sana na tulifurahia kila mahali penye kustarehesha kwa ajili ya vikundi vidogo vya familia nk,1
3382,nargile nafikiri wewe ni mtu mzuri,1,nargile nafikiri wewe ni mtu mzuri,1
3383,tani zilizo bora zaidi upande wa kusini  magharibi,1,tani zilizo bora zaidi upande wa kusini magharibi,1
3384,tulipenda mahali pa kuishi,1,tulipenda mahali pa kuishi,1
3385,bila shaka si bei ghali kama ilipwavyo ,0,bila shaka si bei ghali kama ilipwavyo,0
3386,krimu ya vanila ilikuwa laini na laini huku aiskrimu ya bichoux ikiwa laini na tamu kiasi cha kutosha,1,krimu ya vanila ilikuwa laini na laini huku aiskrimu ya bichoux ikiwa laini na tamu kiasi cha kutosha,1
3387,ondoka kila wakati na sasa uwe na doa langu jipya,1,ondoka kila wakati na sasa uwe na doa langu jipya,1
3388,meneja ndiye aliyekuwa mbaya zaidi,0,meneja ndiye aliyekuwa mbaya zaidi,0
3389,upande wa ndani ni mzuri sana na safi sana,1,upande wa ndani ni mzuri sana na safi sana,1
3390,chakula kilikuwa chenye kutokeza na bei zilikuwa zenye kufaa sana,1,chakula kilikuwa chenye kutokeza na bei zilikuwa zenye kufa sana,1
3391,sifikiri kwamba wagonjwa wanarudi kwenye magari wakati wowote ule kwa ajili ya chakula,0,sifikiri kwamba wagonjwa wanarudi kwenye magari wakati wowote ule kwa ajili ya chakula,0
3392,hii ni kwa sababu ilichukua dakika  ndipo dakika nyingine  ili kupata chakula chetu na waliendelea kusahau mambo,0,hi ni kwa sababu ilichukua dakika ndipo dakika nyingine ili kupata chakula chetu na waliendelea kusahau mambo,0
3393,thamini magarita pia,1,thamini magarita pia,1
3394,hii ilikuwa mara yangu ya kwanza na ya pekee kuwa na migoga na haikukatisha tamaa,1,hi ilikuwa mara yangu ya kwanza na ya peke kuwa na migoga na haikukatisha tama,1
3395,hata hivyo ni vizuri sana,1,hata hivyo ni vizuri sana,1
3396,ki noti moja ya chini ni hewa ambayo ingeweza kutumia marekebisho fulani,0,ki noti moja ya chini ni hewa ambayo ingeweza kutumia marekebisho fulani,0
3397,viungo vikubwa vya nyama ya nguruwe,1,viungo vikubwa vya nyama ya nguruwe,1
3398,usipoteze wakati wako hapa,0,usipoteze wakati wako hapa,0
3399,print operation status ingependelea kwenda kwenye duka la maua la ngamia na kahawa ya robela,0,print operation status ingependelea kwenda kwenye duka la maua la ngamia na kahawa ya robela,0
3400,thuluthi ya jibini iliyokuwa juu ya rafiki zangu ilikuwa baridi,0,thuluthi ya jibini iliyokuwa ju ya rafiki zangu ilikuwa baridi,0
3401,tunafurahia piza yao na chakula cha jioni,1,tunafurahia piza yao na chakula cha jioni,1
3402,nyama zote hukatwa vizuri na kupikwa vizuri,1,nyama zote hukatwa vizuri na kupikwa vizuri,1
3403,tulikuwa na kikundi cha watu  tulipodai kwamba tungekuwa na  tu na walitutunza vizuri,1,tulikuwa na kikundi cha watu tulipodai kwamba tungekuwa na tu na walitutunza vizuri,1
3404,niliipenda sana,1,nilipenda sana,1
3405,pia tuliomba mswada huo uondoke bila kula na pia hawakuleta pesa hizo,0,pia tuliomba mswada huo uondoke bila kula na pia hawakuleta pesa hizo,0
3406,eneo hili ni kito katika las vesgas na kile hasa ambacho watu walikuwa wakitumaini kupata katika karibu miaka kumi ya kuishi hapa,1,eneo hili ni kito katika las vesgas na kile hasa ambacho watu walikuwa wakitumaini kupata katika karibu miaka kumi ya kuishi hapa,1
3407,viumbe wa baharini walichemshwa tu uduvi na kaa miguu lakini miguu ya kaa haikuwa na ladha nzuri,0,viumbe wa baharini walichemshwa tu uduvi na ka migu lakini migu ya ka haikuwa na ladha nzuri,0
3408,uteuzi wa chakula haukuwa bora zaidi,0,uteuzi wa chakula haukuwa bora zaidi,0
3409,kinywaji cheupe kitamu kwa wanywao,1,kinywaji cheupe kitamu kwa wanywao,1
3410,hiki ndicho mkahawa mdogo wa familia hapa ni mahali pazuri pa kulia chakula,1,hiki ndicho mkahawa mdogo wa familia hapa ni mahali pazuri pa kulia chakula,1
3411,walikuwa na kifaa kidogo cha kuchezea chenye kifaa cha ajabu ambacho kilikatwa vipande  vipande na kikiwa na trufle nyeupe,1,walikuwa na kifa kidogo cha kuchezea chenye kifa cha ajabu ambacho kilikatwa vipande vipande na kikiwa na trufle nyeupe,1
3412,sidhani nitarudi tena kwa muda mrefu,0,sidhani nitarudi tena kwa muda mrefu,0
3413,jumba hilo liliunganishwa kwenye kituo cha petroli na mara nyingi si ishara nzuri,0,jumba hilo liliunganishwa kwenye kituo cha petroli na mara nyingi si ishara nzuri,0
3414,jambo hilo ni lenye kutia hofu jinsi gani,1,jambo hilo ni lenye kutia hofu jinsi gani,1
3415,na hakika nitarudishwa kwa mola wako mlezi,1,na hakika nitarudishwa kwa mola wako mlezi,1
3416,chakula kilikuwa na vitu vingi vizuri kwa ajili yacho nisingeweza kuamua,1,chakula kilikuwa na vitu vingi vizuri kwa ajili yacho nisingeweza kuamua,1
3417,jambo baya hata zaidi alimwaibisha mfanyakazi wake mbele ya majina mabaya sana ya watu,0,jambo baya hata zaidi alimwaibisha mfanyakazi wake mbele ya majina mabaya sana ya watu,0
3418,fungua chakula kikijaa sana,1,fungua chakula kikija sana,1
3419,michezo yao ya kipekee ya kila siku sikuzote huchezwa na kikundi changu,1,michezo yao ya kipeke ya kila siku sikuzote huchezwa na kikundi changu,1
3420,kisha akaipa kisogo haki na akatakabari,0,kisha akaipa kisogo haki na akatakabari,0
3421,pia sufuria ilikuwa nzuri na kubwa sana kwa sababu hiyo,1,pia sufuria ilikuwa nzuri na kubwa sana kwa sababu hiyo,1
3422,hiyo ilikuwa mara yangu ya kwanza kuvua samaki na ilikuwa tamu sana,1,hiyo ilikuwa mara yangu ya kwanza kuvua samaki na ilikuwa tamu sana,1
3423,nyama yao kubwa ya kuku iliyokaangwa na mayai yake ndiyo ninayopenda wakati wote,1,nyama yao kubwa ya kuku iliyokangwa na mayai yake ndiyo ninayopenda wakati wote,1
3424,mhudumu wa kike alikuwa mwenye kupendeza na mwenye kuchekesha,1,mhudumu wa kike alikuwa mwenye kupendeza na mwenye kuchekesha,1
3425,ilinibidi pia kuonja mama zangu aina mbalimbali za champu chancakes kwa siagi ya pecan na zilikuwa tamu ajabu,1,ilinibidi pia kuonja mama zangu aina mbalimbali za champu chancakes kwa siagi ya pecan na zilikuwa tamu ajabu,1
3426,laiti ungekula chakula cha shirika la ndege kwa uzito,0,laiti ungekula chakula cha shirika la ndege kwa uzito,0
3427,siwezi kusema mambo mazuri ya kutosha juu ya mahali hapa,1,siwezi kusema mambo mazuri ya kutosha ju ya mahali hapa,1
3428,na nafsi zimewekewa machoni mwake tamaa na choyo,1,na nafsi zimewekewa machoni mwake tama na choyo,1
3429,mhudumu wa hoteli na meneja ni wenye urafiki sana,1,mhudumu wa hoteli na meneja ni wenye urafiki sana,1
3430,singependekeza mahali hapa,0,singependekeza mahali hapa,0
3431,kwa ujumla nilivutiwa sana na noca,0,kwa ujumla nilivutiwa sana na noca,0
3432,gyro yangu kwa msingi ilikuwa letusi pekee,0,gyro yangu kwa msingi ilikuwa letusi peke,0
3433,utumishi mbaya sana,0,utumishi mbaya sana,0
3434,alivunjika moyo kabisa,0,alivunjika moyo kabisa,0
3435,sijali kila aina ya tambi lakini naipenda mkono uliotengenezewa nyumbani ulitengeneza tambi na piza nyembamba hapa,1,sijali kila aina ya tambi lakini naipenda mkono uliotengenezewa nyumbani ulitengeneza tambi na piza nyembamba hapa,1
3436,ijaribuni mtafurahia kufanya hivyo,1,ijaribuni mtafurahia kufanya hivyo,1
3437,kwa mbali jibini bora zaidi ambazo tumepata kuwa nazo,1,kwa mbali jibini bora zaidi ambazo tumepata kuwa nazo,1
3438,pia bei nafuu,1,pia bei nafu,1
3439,kila kitu kilikamilika usiku tuliokuwa ndani,1,kila kitu kilikamilika usiku tuliokuwa ndani,1
3440,chakula ni kizuri sana kwa chakula chako cha kawaida,1,chakula ni kizuri sana kwa chakula chako cha kawaida,1
3441,ilikuwa ni safari ya kufika huko,0,ilikuwa ni safari ya kufika huko,0
3442,unapolitazama mara ya kwanza ni mkahawa maridadi wa kuokea mikate wenye kupendeza wasafisha wafanyakazi wenye urafiki,1,unapolitazama mara ya kwanza ni mkahawa maridadi wa kuokea mikate wenye kupendeza wasafisha wafanyakazi wenye urafiki,1
3443,hata hivyo sifikiri nitarudi huko,0,hata hivyo sifikiri nitarudi huko,0
3444,elewa kidole chako kwenye kitu chochote kwenye orodha ya vyakula unavyotaka na kwa kawaida unakatishwa tamaa,1,elewa kidole chako kwenye kitu chochote kwenye orodha ya vyakula unavyotaka na kwa kawaida unakatishwa tama,1
3445,hili ni jambo zuri sana katika mkahawa huu,1,hili ni jambo zuri sana katika mkahawa hu,1
3446,kama mnataka hukumu basi hukumu imekwisha kujieni na mkiacha itakuwa ndio kheri kwenu,1,kama mnataka hukumu basi hukumu imekwisha kujieni na mkiacha itakuwa ndio kheri kwenu,1
3447,mlo wenye mafuta  mafuta,0,mlo wenye mafuta mafuta,0
3448,mara ya kwanza na huenda ikawa ndiyo mara ya mwisho,0,mara ya kwanza na huenda ikawa ndiyo mara ya mwisho,0
3449,vifundo hivyo vilistaajabisha,1,vifundo hivyo vilistajabisha,1
3450,vivyo hivyo mtu aliyejifungua hakusema juu ya kuomba radhi wakati chakula chetu kilipochelewa kwa dakika ,0,vivyo hivyo mtu aliyejifungua hakusema ju ya kuomba radhi wakati chakula chetu kilipochelewa kwa dakika,0
3451,na ilikuwa njia ya kupata gharama kubwa,0,na ilikuwa njia ya kupata gharama kubwa,0
3452,hakikisha kwamba unaagiza kitindamlo hata ikiwa unahitaji kukipakia ili kisafirie tiramisu na cannoli vyote viwili vitakufa kwa ajili ya,1,hakikisha kwamba unagiza kitindamlo hata ikiwa unahitaji kukipakia ili kisafirie tiramisu na canoli vyote viwili vitakufa kwa ajili ya,1
3453,hii ilikuwa mara yangu ya kwanza na ninasubiri hadi wakati ujao,1,hi ilikuwa mara yangu ya kwanza na ninasubiri hadi wakati ujao,1
3454,barbes alikuwa na sura nzuri pia,1,barbes alikuwa na sura nzuri pia,1
3455,kila kitu kilikuwa chema na kitamu,1,kila kitu kilikuwa chema na kitamu,1
3456,eneo hili lina kidole gumba viwili juu,1,eneo hili lina kidole gumba viwili ju,1
3457,mahali pazuri zaidi katika vega kwa ajili ya kiamsha  kinywa chunguza tu kikao au jua,1,mahali pazuri zaidi katika vega kwa ajili ya kiamsha kinywa chunguza tu kikao au jua,1
3458,ikiwa unapenda chakula halisi cha mxican na wataka vikundi vizima vya nyama zenye kupendeza lakini zenye ladha tamu ili kuchagua kutoka kwako wahitaji kujaribu mahali hapa,1,ikiwa unapenda chakula halisi cha mxican na wataka vikundi vizima vya nyama zenye kupendeza lakini zenye ladha tamu ili kuchagua kutoka kwako wahitaji kujaribu mahali hapa,1
3459,kusimamia mambo vibaya,0,kusimamia mambo vibaya,0
3460,mkahawa mpya ulio bora sana na karenchman mwenye uzoefu,1,mkahawa mpya ulio bora sana na karenchman mwenye uzoefu,1
3461,kama kungalikuwa na nyota za sufuri ingeipa nyota sufuri,0,kama kungalikuwa na nyota za sufuri ingeipa nyota sufuri,0
3462,milo mikubwa kandokando ya milo mikubwa ya divai yenye kustaajabisha,1,milo mikubwa kandokando ya milo mikubwa ya divai yenye kustajabisha,1
3463,hitini mbaya zaidi iliyowahi kutokea,0,hitini mbaya zaidi iliyowahi kutokea,0
3464,nyama na uduvi ni bora zaidi katika umbo langu kwani kuna miti aina ya gc,1,nyama na uduvi ni bora zaidi katika umbo langu kwani kuna miti aina ya gc,1
3465,nilikuwa na fursa leo ya kuonja piza zako za ajabu,1,nilikuwa na fursa leo ya kuonja piza zako za ajabu,1
3466,tulingoja kwa dakika thelathini ili tuketi ingawa kulikuwa na meza  tupu na tulikuwa watu pekee waliokuwa wakingoja,0,tulingoja kwa dakika thelathini ili tuketi ingawa kulikuwa na meza tupu na tulikuwa watu peke waliokuwa wakingoja,0
3467,caraccio ya manjano iliyeyuka mdomoni mwako ikiwa safi,1,caracio ya manjano iliyeyuka mdomoni mwako ikiwa safi,1
3468,na inapo kuja nusura kutoka kwa mola wako mlezi husema hakika sisi tulikuwa pamoja nanyi,0,na inapo kuja nusura kutoka kwa mola wako mlezi husema hakika sisi tulikuwa pamoja nanyi,0
3469,hawawezi kula viazi ambavyo mimi alipata ndani yake nywele ambazo hazikuliwa na watu wasiowajua,0,hawawezi kula viazi ambavyo mimi alipata ndani yake nywele ambazo hazikuliwa na watu wasiowajua,0
3470,ni vikolezo tu vilivyotiwa vikolezo vya kutosha ambavyo kwa kweli ni vikamilifu,1,ni vikolezo tu vilivyotiwa vikolezo vya kutosha ambavyo kwa kweli ni vikamilifu,1
3471,usiku uliopita nilikula hapa mara ya pili na nilifurahi sana nikaamua kurudi,1,usiku uliopita nilikula hapa mara ya pili na nilifurahi sana nikamua kurudi,1
3472,wala sisi hatutaadhibiwa,0,wala sisi hatutadhibiwa,0
3473,kitindamlo kilikuwa cha ajabu kidogo,0,kitindamlo kilikuwa cha ajabu kidogo,0
3474,rafiki yangu wa kiume na mimi tulikuja hapa kwa mara ya kwanza katika safari ya hivi karibuni ya kwenda vegas na hatungependezwa zaidi na ubora wa chakula na utumishi,1,rafiki yangu wa kiume na mimi tulikuja hapa kwa mara ya kwanza katika safari ya hivi karibuni ya kwenda vegas na hatungependezwa zaidi na ubora wa chakula na utumishi,1
3475,kwa kweli napendekeza mahali hapa uwezapo kwenda vibaya na mahali hapa pa kufanyia kazi,1,kwa kweli napendekeza mahali hapa uwezapo kwenda vibaya na mahali hapa pa kufanyia kazi,1
3476,mandhari nzuri,1,mandhari nzuri,1
3477,ningependekeza chumba cha kuweka akiba kwa ajili ya hili,1,ningependekeza chumba cha kuweka akiba kwa ajili ya hili,1
3478,nadhani tulikwenda usiku lakini kufanya hivyo kulikuwa jambo la aibu,0,nadhani tulikwenda usiku lakini kufanya hivyo kulikuwa jambo la aibu,0
3479,hata hivyo ono langu la hivi karibuni katika eneo hili hususa halikuwa zuri sana,0,hata hivyo ono langu la hivi karibuni katika eneo hili hususa halikuwa zuri sana,0
3480,najua hii si kama ile mikahawa mingine hata kidogo ambayo iko mbali sana hapa,0,najua hi si kama ile mikahawa mingine hata kidogo ambayo iko mbali sana hapa,0
3481,na yaliyo machafu yahame,0,na yaliyo machafu yahame,0
3482,nafikiri mkahawa huu unasumbuliwa na kutokujaribu sana vya kutosha,0,nafikiri mkahawa hu unasumbuliwa na kutokujaribu sana vya kutosha,0
3483,vyakula vyote vya tapa vilikuwa vitamu,1,vyakula vyote vya tapa vilikuwa vitamu,1
3484,nipe moyo eneo hili,1,nipe moyo eneo hili,1
3485,saladi yangu ilikuwa na kigingi kwenye mboga za kijani  kibichi na mioyo ya michikichi,0,saladi yangu ilikuwa na kigingi kwenye mboga za kijani kibichi na mioyo ya michikichi,0
3486,baada ya muda wa miaka miwili nilijihisi kuwa mwenye kuchukiza sana,0,bada ya muda wa miaka miwili nilijihisi kuwa mwenye kuchukiza sana,0
3487,raha,1,raha,1
3488,ninaamini kwamba sehemu hii ni kituo kikubwa kwa wale wenye tumbo kubwa na wanaoshindania sushi,1,ninamini kwamba sehemu hi ni kituo kikubwa kwa wale wenye tumbo kubwa na wanaoshindania sushi,1
3489,kiasi cha ukarimu na ladha kubwa,1,kiasi cha ukarimu na ladha kubwa,1
3490,sitarudi kamwe mahali hapa wala sitapendekeza kamwe mahali hapa kwa mtu yeyote,0,sitarudi kamwe mahali hapa wala sitapendekeza kamwe mahali hapa kwa mtu yeyote,0
3491,hawawi sawa miongoni mwenu wenye kutoa kabla ya ushindi na wakapigana vita,0,hawawi sawa miongoni mwenu wenye kutoa kabla ya ushindi na wakapigana vita,0
3492,chakula kilikuwa kitamu,1,chakula kilikuwa kitamu,1
3493,saa kwa uzito,0,sa kwa uzito,0
3494,ninafikiria wizi huu,0,ninafikiria wizi hu,0
3495,andika mahali hapa pahitaji kitu kamili cha kufunika uso,0,andika mahali hapa pahitaji kitu kamili cha kufunika uso,0
3496,hivi karibuni tulishuhudia mwenendo wake mbaya kuelekea wageni wengine,0,hivi karibuni tulishuhudia mwenendo wake mbaya kuelekea wageni wengine,0
3497,alingoja na kungoja,0,alingoja na kungoja,0
3498,pia alirudi kutuchunguza kwa ukawaida tukiwa watumishi bora,1,pia alirudi kutuchunguza kwa ukawaida tukiwa watumishi bora,1
3499,mlinzi wetu alikuwa mzuri sana na alituchunguza mara nyingi,1,mlinzi wetu alikuwa mzuri sana na alituchunguza mara nyingi,1
3500,piza ilikuwa na ladha ya vitafunio vya zamani visivyopendeza,0,piza ilikuwa na ladha ya vitafunio vya zamani visivyopendeza,0
3501,kisha nikaelekea upande mmoja ili kuwajaribu lakini akavunjika moyo sana,0,kisha nikaelekea upande moja ili kuwajaribu lakini akavunjika moyo sana,0
3502,utumishi ulikuwa mzuri na kampuni ilikuwa nzuri zaidi,1,utumishi ulikuwa mzuri na kampuni ilikuwa nzuri zaidi,1
3503,wafanyakazi pia ni wenye urafiki sana na wenye matokeo mazuri,1,wafanyakazi pia ni wenye urafiki sana na wenye matokeo mazuri,1
3504,kwa habari ya utumishi huo bumba kwa sababu unaandaliwa haraka na baadhi ya watu wazuri,1,kwa habari ya utumishi huo bumba kwa sababu unandaliwa haraka na badhi ya watu wazuri,1
3505,mvulana alikuwa yule mnyonyaji akiwa kavu,0,mvulana alikuwa yule mnyonyaji akiwa kavu,0
3506,inakadiriwa kupita kiasi,0,inakadiriwa kupita kiasi,0
3507,ukitafuta chakula halisi cha thai nenda mahali pengine,0,ukitafuta chakula halisi cha thai nenda mahali pengine,0
3508,nyama zao hupendekezwa ,1,nyama zao hupendekezwa,1
3509,baada ya kulivuta gari langu ingoje kwa dakika nyingine  kabla ya kukubaliwa,0,bada ya kulivuta gari langu ingoje kwa dakika nyingine kabla ya kukubaliwa,0
3510,chakula kikubwa na utumishi mkubwa katika mazingira safi na yenye urafiki,1,chakula kikubwa na utumishi mkubwa katika mazingira safi na yenye urafiki,1
3511,zote ni pamoja na kukuhakikishia kwamba uko mgonjwa,1,zote ni pamoja na kukuhakikishia kwamba uko mgonjwa,1
3512,chukia vitu hivyo kwa bei ya chini kama vile zeituni nyeusi,0,chukia vitu hivyo kwa bei ya chini kama vile zeituni nyeusi,0
3513,kiamsha  kinywa changu kilitenganishwa sana kwa wonyesho mzuri wa vipande vikubwa  vya mkate  unga uliopakwa sukari ya unga  unga,1,kiamsha kinywa changu kilitenganishwa sana kwa wonyesho mzuri wa vipande vikubwa vya mkate unga uliopakwa sukari ya unga unga,1
3514,watoto wakicheza ni wachafu,0,watoto wakicheza ni wachafu,0
3515,mahali pakuu huondoa au kula ndani,1,mahali paku huondoa au kula ndani,1
3516,mhudumu huyo wa hoteli alikuwa mwenye urafiki na alifurahi kwa ajili ya uchaguzi wa veganveggie,1,mhudumu huyo wa hoteli alikuwa mwenye urafiki na alifurahi kwa ajili ya uchaguzi wa veganvegie,1
3517,img i alihisi kama i haikuwa imewahi kula tuhai hadi mlo huu,1,img i alihisi kama i haikuwa imewahi kula tuhai hadi mlo hu,1
3518,hakika huo moto ni katika mambo yaliyo makubwa kabisa,0,hakika huo moto ni katika mambo yaliyo makubwa kabisa,0
3519,lilikuwa rangi hafifu badala ya rangi nzuri na marari na halina ladha,0,lilikuwa rangi hafifu badala ya rangi nzuri na marari na halina ladha,0
3520,mafuvu hayo pia huonja kutengenezwa kwa nyumbani ambako kuna faida ya ziada,1,mafuvu hayo pia huonja kutengenezwa kwa nyumbani ambako kuna faida ya ziada,1
3521,nilirudi nyumbani ili kuona mabawa makavu zaidi kuwahi kuonekana,0,nilirudi nyumbani ili kuona mabawa makavu zaidi kuwahi kuonekana,0
3522,nilikuwa nikitua kwa ukawaida katika safari zangu za kwenda phoenix,1,nilikuwa nikitua kwa ukawaida katika safari zangu za kwenda phoenix,1
3523,nilifurahia sana marhamu kabla hawajapanuka i hata kuwaambia marafiki wao kwamba walikuwa na kiamsha  kinywa kizuri zaidi,1,nilifurahia sana marhamu kabla hawajapanuka i hata kuwambia marafiki wao kwamba walikuwa na kiamsha kinywa kizuri zaidi,1
3524,hawatafaidika kwa sababu ya pesa ulizo nazo,0,hawatafaidika kwa sababu ya pesa ulizo nazo,0
3525,ninaikosa na kutamani kwamba walikuwa na mmoja waphiladelphia,1,ninaikosa na kutamani kwamba walikuwa na moja waphiladelphia,1
3526,tuliketi kwa haraka lakini tukafikia dakika  ili tutuamuru dakika  kabla ya chakula kufika,0,tuliketi kwa haraka lakini tukafikia dakika ili tutuamuru dakika kabla ya chakula kufika,0
3527,pia wana jibini bora zaidi mjini,1,pia wana jibini bora zaidi mjini,1
3528,thamini chakula kikubwa kwa utumishi mkubwa,1,thamini chakula kikubwa kwa utumishi mkubwa,1
3529,huyo anaweza kuomba chakula chenye kuridhisha zaidi,1,huyo anaweza kuomba chakula chenye kuridhisha zaidi,1
3530,chakula ni kizuri,1,chakula ni kizuri,1
3531,hakika huo moto ni katika mambo yaliyo makubwa kabisa,1,hakika huo moto ni katika mambo yaliyo makubwa kabisa,1
3532,nilitaka tu kuondoka,0,nilitaka tu kuondoka,0
3533,tulisafiri mwendo mrefu kutoka kaskazini mwa scotsdandand kwa sababu hatukukatishwa tamaa hata kidogo,1,tulisafiri mwendo mrefu kutoka kaskazini mwa scotsdandand kwa sababu hatukukatishwa tama hata kidogo,1
3534,hatauingia ila mwovu kabisa,0,hatauingia ila mwovu kabisa,0
3535,wamiliki wa duka hilo kwa kweli wanahitaji kuacha kuwa wanoooooboo kwa bei rahisi na wafungie kipande changu cha mbao katika karatasi mbili si kimoja,0,wamiliki wa duka hilo kwa kweli wanahitaji kuacha kuwa wanobo kwa bei rahisi na wafungie kipande changu cha mbao katika karatasi mbili si kimoja,0
3536,nilichunguza mahali hapa miaka kadhaa iliyopita na sikuvutiwa,0,nilichunguza mahali hapa miaka kadha iliyopita na sikuvutiwa,0
3537,kuku alipashwa joto kwa hakika na alikuwa tu kabari hizo zilikuwa baridi na zenye povu,0,kuku alipashwa joto kwa hakika na alikuwa tu kabari hizo zilikuwa baridi na zenye povu,0
3538,pole kwa pole hatutapata chakula hapa hivi karibuni,0,pole kwa pole hatutapata chakula hapa hivi karibuni,0
3539,lazima ziara kamili izuru,1,lazima ziara kamili izuru,1
3540,ulimi wa ngombe na tacos ni wenye kustaajabisha,1,ulimi wa ngombe na tacos ni wenye kustajabisha,1
3541,rafiki yangu hakumpenda baba yake mwenye damu,0,rafiki yangu hakumpenda baba yake mwenye damu,0
3542,licha ya kiasi cha fedha ambacho kwa kweli si rahisi kwangu kutokeza nyota ,0,licha ya kiasi cha fedha ambacho kwa kweli si rahisi kwangu kutokeza nyota,0
3543,kwa kweli wanataka kufanya uzoefu wako uwe mzuri,1,kwa kweli wanataka kufanya uzoefu wako uwe mzuri,1
3544,wala hatarejea tena,0,wala hatarejea tena,0
3545,nilikuwa na kuku wa pho na ladha ya bland,0,nilikuwa na kuku wa pho na ladha ya bland,0
3546,kutamauka sana,0,kutamauka sana,0
3547,kuku aliyechomwa alikuwa mwororo sana na mwenye rangi ya manjano kutokana na msimu wa waridi,1,kuku aliyechomwa alikuwa mwororo sana na mwenye rangi ya manjano kutokana na msimu wa waridi,1
3548,thru amaanisha hutaki kungojea chakula chako kwa nusu saa lakini kwa njia fulani tunapokaribia kwenda hapa wanatungojea na kungoja,0,thru amanisha hutaki kungojea chakula chako kwa nusu sa lakini kwa njia fulani tunapokaribia kwenda hapa wanatungojea na kungoja,0
3549,ni mahali pazuri ajabu,1,ni mahali pazuri ajabu,1
3550,ama hakika bila ya shaka hii ni kauli ya kupambanua,1,ama hakika bila ya shaka hi ni kauli ya kupambanua,1
3551,huduma ya kishenzi na isiyo ya ulaghai ilielekeza usimamizi mpya,0,huduma ya kishenzi na isiyo ya ulaghai ilielekeza usimamizi mpya,0
3552,nyanya yeyote aweza kufanya kuku aliyekaangwa awe bora kuliko huyu,0,nyanya yeyote aweza kufanya kuku aliyekangwa awe bora kuliko huyu,0
3553,niliomba mara nyingi orodha ya divai na baada ya muda fulani wa kunipuuzwa nilimwendea mkaribishaji na kupata moja mimi mwenyewe,0,niliomba mara nyingi orodha ya divai na bada ya muda fulani wa kunipuzwa nilimwendea mkaribishaji na kupata moja mimi mwenyewe,0
3554,sikuzote wafanyakazi ni wenye urafiki na wenye kusaidia sana ambao hasa ni wenye ubaridi unapoleta wavulana wawili wadogo na mtoto mchanga,1,sikuzote wafanyakazi ni wenye urafiki na wenye kusaidia sana ambao hasa ni wenye ubaridi unapoleta wavulana wawili wadogo na mtoto mchanga,1
3555,nyota nne kwa ajili ya chakula yule jamaa katika shati la buluu kwa ajili ya kiti chake kikubwa bado akituruhusu tule,1,nyota ne kwa ajili ya chakula yule jama katika shati la bulu kwa ajili ya kiti chake kikubwa bado akituruhusu tule,1
3556,nyama ya ngombe iliyochomwa ilionja vizuri sana,1,nyama ya ngombe iliyochomwa ilionja vizuri sana,1
